time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
0.67,4.5926051000000003e-08,1.5422540617371793e-08,1.0020683510500321e-10,9.431886327763877e-09,2.1270411604665365e-08,9.431886327763844e-09,1.002068351049635e-10,1.542254061737176e-08
0.68,4.6451888e-08,2.8503484457892203e-08,1.972904936573019e-08,3.35547292245735e-08,4.682827844117118e-08,3.355472922457347e-08,1.9729049365730155e-08,2.850348445789218e-08
0.6900000000000001,4.692559900000001e-08,4.190098322244143e-08,4.0358232206041364e-08,5.744477287063928e-08,7.0806145563716e-08,5.7444772870639255e-08,4.0358232206041325e-08,4.190098322244143e-08
0.7000000000000001,4.7427343999999996e-08,5.5289548391234985e-08,6.171851838891181e-08,8.09088456602185e-08,9.320782746187087e-08,8.090884566021846e-08,6.171851838891177e-08,5.528954839123499e-08
0.71,4.7753707e-08,6.845803332602918e-08,8.351751810507686e-08,1.0382820139544883e-07,1.1422280266133663e-07,1.038282013954488e-07,8.351751810507684e-08,6.845803332602919e-08
0.72,4.7828577e-08,8.121379315904115e-08,1.0536396683666018e-07,1.2607326546917997e-07,1.3409881251130445e-07,1.2607326546917994e-07,1.0536396683666013e-07,8.121379315904117e-08
0.73,4.7947239e-08,9.33467100793808e-08,1.2676023889092415e-07,1.474745858076319e-07,1.5306588269701478e-07,1.474745858076319e-07,1.267602388909241e-07,9.334671007938083e-08
0.74,4.8482077e-08,1.0470582456369032e-07,1.4720056381980197e-07,1.6788936098647523e-07,1.713574289408842e-07,1.6788936098647523e-07,1.4720056381980192e-07,1.0470582456369032e-07
0.75,4.9614081e-08,1.1521272310760588e-07,1.662186356885015e-07,1.8721132347177123e-07,1.891818465095516e-07,1.8721132347177128e-07,1.6621863568850145e-07,1.1521272310760589e-07
0.76,5.1233917e-08,1.248642929710569e-07,1.834392814408646e-07,2.0538140033072232e-07,2.0670536321876695e-07,2.0538140033072237e-07,1.8343928144086455e-07,1.2486429297105686e-07
0.77,5.3184805e-08,1.3366366413464197e-07,1.9857061433279312e-07,2.223415460848397e-07,2.2399043445418346e-07,2.2234154608483973e-07,1.985706143327931e-07,1.3366366413464197e-07
0.78,5.5415104e-08,1.415923354349196e-07,2.1142098294408666e-07,2.3802085618514202e-07,2.409784580114789e-07,2.3802085618514204e-07,2.114209829440866e-07,1.415923354349196e-07
0.79,5.796332e-08,1.4858980409487305e-07,2.2189908676902078e-07,2.523187398326396e-07,2.574804955606828e-07,2.5231873983263964e-07,2.2189908676902072e-07,1.4858980409487305e-07
0.8,6.0694002e-08,1.5463196370741402e-07,2.3008530727032256e-07,2.651753337154893e-07,2.73263726627012e-07,2.651753337154893e-07,2.300853072703225e-07,1.54631963707414e-07
0.81,6.3445241e-08,1.596996644581338e-07,2.3618566233889705e-07,2.765416647336224e-07,2.8804366273994117e-07,2.765416647336224e-07,2.3618566233889697e-07,1.596996644581337e-07
