time,Y_ground_disp,Y_floor_1_abs,Y_floor_2_abs,Y_floor_3_abs,Y_floor_4_abs,Y_floor_5_abs,Y_floor_6_abs,Y_floor_7_abs
0.42,-5.181146e-05,-4.505011963822171e-05,-3.998460065561337e-05,-3.6818029216224945e-05,-3.5683514396017186e-05,-3.6818029216224945e-05,-3.9984600655613384e-05,-4.505011963822172e-05
0.425,-5.304675e-05,-4.642918380243385e-05,-4.1442332747579084e-05,-3.830052269850511e-05,-3.717308045313519e-05,-3.8300522698505114e-05,-4.14423327475791e-05,-4.642918380243386e-05
0.43,-5.4296459999999995e-05,-4.782884817694512e-05,-4.292330463522435e-05,-3.980868946596703e-05,-3.86915127744895e-05,-3.980868946596703e-05,-4.2923304635224356e-05,-4.782884817694512e-05
0.435,-5.556056e-05,-4.924814353372122e-05,-4.442674578264987e-05,-4.1342241724084974e-05,-4.0238428843060445e-05,-4.1342241724084974e-05,-4.442674578264988e-05,-4.9248143533721225e-05
0.44,-5.683907e-05,-5.068612990956668e-05,-4.595194130397862e-05,-4.290094084746043e-05,-4.181341558252416e-05,-4.290094084746043e-05,-4.595194130397863e-05,-5.068612990956668e-05
0.445,-5.8131959999999996e-05,-5.214181280026962e-05,-4.749813560224382e-05,-4.4484489144413555e-05,-4.3415935674900356e-05,-4.4484489144413555e-05,-4.749813560224383e-05,-5.214181280026962e-05
0.45,-5.9439239999999994e-05,-5.3614248901787634e-05,-4.90646246545765e-05,-4.609261017937104e-05,-4.5045424396766265e-05,-4.609261017937104e-05,-4.906462465457651e-05,-5.361424890178764e-05
0.455,-6.07609e-05,-5.510250192085669e-05,-5.065069879909007e-05,-4.7724980050653444e-05,-4.670123857427115e-05,-4.7724980050653444e-05,-5.065069879909007e-05,-5.51025019208567e-05
0.46,-6.209694e-05,-5.6605686317484877e-05,-5.225567336523826e-05,-4.9381247141998124e-05,-4.838269426994783e-05,-4.9381247141998124e-05,-5.2255673365238264e-05,-5.660568631748488e-05
0.465,-6.344735e-05,-5.8122961865740794e-05,-5.3878871318916196e-05,-5.1061005038068274e-05,-5.008905708779333e-05,-5.1061005038068274e-05,-5.38788713189162e-05,-5.81229618657408e-05
0.47000000000000003,-6.481212e-05,-5.965355541750011e-05,-5.5519633773713186e-05,-5.276379458689292e-05,-5.18195602457581e-05,-5.276379458689292e-05,-5.551963377371319e-05,-5.965355541750012e-05
0.47500000000000003,-6.619125e-05,-6.119678150576314e-05,-5.717733120929104e-05,-5.448910838684735e-05,-5.357342302972836e-05,-5.448910838684735e-05,-5.7177331209291044e-05,-6.119678150576314e-05
