time,X_ground_disp,X_floor_1_abs,X_floor_2_abs,X_floor_3_abs,X_floor_4_abs,X_floor_5_abs,X_floor_6_abs,X_floor_7_abs
0.245,2.662087e-07,2.2162780694633556e-07,1.8849042564264503e-07,1.636585096143022e-07,1.5332690761032492e-07,1.6365850961430216e-07,1.8849042564264508e-07,2.2162780694633558e-07
0.25,2.772352e-07,2.3155509498970475e-07,1.976230213598665e-07,1.7258042670541291e-07,1.6218336776094364e-07,1.7258042670541291e-07,1.9762302135986652e-07,2.3155509498970478e-07
0.255,2.884864e-07,2.416443252873512e-07,2.0688435130401788e-07,1.817044744360661e-07,1.7132215161138292e-07,1.8170447443606608e-07,2.0688435130401793e-07,2.4164432528735127e-07
0.26,2.999606e-07,2.5190055127731045e-07,2.1628466054661812e-07,1.9103284388466157e-07,1.8074175796392573e-07,1.9103284388466157e-07,2.1628466054661815e-07,2.5190055127731045e-07
0.265,3.1165760000000006e-07,2.623293416705207e-07,2.2583548387996698e-07,2.0056807283580669e-07,1.9043893071359157e-07,2.0056807283580666e-07,2.2583548387996703e-07,2.6232934167052074e-07
0.27,3.2357880000000003e-07,2.729360731729962e-07,2.3554871030896638e-07,2.1031235496307863e-07,2.0040811503043164e-07,2.1031235496307858e-07,2.3554871030896643e-07,2.7293607317299627e-07
0.275,3.357274e-07,2.8372664613595887e-07,2.454370372348761e-07,2.2026823600402037e-07,2.106423663074686e-07,2.2026823600402034e-07,2.4543703723487615e-07,2.8372664613595887e-07
0.28,3.4810620000000004e-07,2.947069969398512e-07,2.555131955742014e-07,2.3043806939477696e-07,2.2113307738590028e-07,2.30438069394777e-07,2.5551319557420145e-07,2.9470699693985127e-07
0.28500000000000003,3.607168e-07,3.0588421345935933e-07,2.6579080558695583e-07,2.4082508955198553e-07,2.3187137441658632e-07,2.4082508955198553e-07,2.657908055869559e-07,3.058842134593594e-07
0.29,3.7355789999999997e-07,3.172655523917708e-07,2.7628317532543425e-07,2.5143240649067784e-07,2.4284747329720287e-07,2.514324064906779e-07,2.7628317532543436e-07,3.1726555239177084e-07
0.295,3.866272e-07,3.288594237970378e-07,2.870041313980241e-07,2.622640104856537e-07,2.5405207333207607e-07,2.6226401048565376e-07,2.870041313980242e-07,3.2885942379703785e-07
0.3,3.99922e-07,3.406741153609558e-07,2.9796662480876347e-07,2.733235239391167e-07,2.6547551060299903e-07,2.7332352393911674e-07,2.9796662480876357e-07,3.4067411536095583e-07
0.305,4.13441e-07,3.5271811944518723e-07,3.0918297050005553e-07,2.8461456236222865e-07,2.7710851947579095e-07,2.8461456236222865e-07,3.0918297050005563e-07,3.527181194451873e-07
0.31,4.2718439999999996e-07,3.6499987447512224e-07,3.206645061884263e-07,2.961404892016379e-07,2.8894237229601564e-07,2.961404892016379e-07,3.206645061884264e-07,3.649998744751223e-07
0.315,4.411533e-07,3.77527814355768e-07,3.3242158409175933e-07,3.0790448419801884e-07,3.009693043673061e-07,3.0790448419801884e-07,3.3242158409175943e-07,3.775278143557681e-07
0.32,4.553491e-07,3.9031066580848345e-07,3.4446383385610857e-07,3.199098634961109e-07,3.131831494198856e-07,3.199098634961109e-07,3.444638338561087e-07,3.9031066580848356e-07
0.325,4.697726e-07,4.0335709595096874e-07,3.5679982544836844e-07,3.321597855773544e-07,3.25579309452512e-07,3.321597855773545e-07,3.5679982544836855e-07,4.033570959509688e-07
0.33,4.844236e-07,4.1667545093919104e-07,3.6943686251178943e-07,3.446570728800613e-07,3.381547792169065e-07,3.4465707288006134e-07,3.694368625117896e-07,4.166754509391911e-07
0.335,4.993012e-07,4.302740204579614e-07,3.8238135393368103e-07,3.574046021951148e-07,3.509086726071992e-07,3.574046021951148e-07,3.823813539336812e-07,4.3027402045796146e-07
0.34,5.144038e-07,4.4416068171240205e-07,3.956385982362749e-07,3.704050981925779e-07,3.6384208080735854e-07,3.7040509819257797e-07,3.95638598236275e-07,4.441606817124021e-07
0.34500000000000003,5.297303e-07,4.5834293335357173e-07,4.0921299220355086e-07,3.836613460499457e-07,3.769582776188052e-07,3.8366134604994577e-07,4.0921299220355096e-07,4.583429333535718e-07
0.35000000000000003,5.452808e-07,4.728271077667189e-07,4.23107415198054e-07,3.97175573129006e-07,3.9026202282643975e-07,3.971755731290061e-07,4.231074151980541e-07,4.7282710776671894e-07
0.355,5.610579e-07,4.8761868295393e-07,4.3732370112524725e-07,4.10949915518264e-07,4.0375988445689636e-07,4.1094991551826406e-07,4.373237011252474e-07,4.876186829539301e-07
0.36,5.770659e-07,5.027219667900516e-07,4.5186244716793747e-07,4.2498621702702484e-07,4.1745983398103283e-07,4.2498621702702484e-07,4.5186244716793763e-07,5.027219667900517e-07
0.365,5.933087e-07,5.181400728758796e-07,4.667231044324449e-07,4.392861092073036e-07,4.3137107306317744e-07,4.3928610920730367e-07,4.667231044324451e-07,5.181400728758797e-07
0.37,6.097878e-07,5.33875496304303e-07,4.819046751162286e-07,4.538516940075195e-07,4.455044238763753e-07,4.5385169400751954e-07,4.819046751162287e-07,5.33875496304303e-07
0.375,6.265011e-07,5.499301716045633e-07,4.974059373232708e-07,4.686857505672344e-07,4.5987221701117707e-07,4.686857505672344e-07,4.974059373232709e-07,5.499301716045633e-07
0.38,6.434438e-07,5.663049477794279e-07,5.132251175250598e-07,4.837913799281252e-07,4.744876023769901e-07,4.837913799281252e-07,5.132251175250599e-07,5.663049477794279e-07
0.385,6.606118e-07,5.829995593844072e-07,5.293600638550884e-07,4.991721396355806e-07,4.893643479633896e-07,4.991721396355806e-07,5.293600638550885e-07,5.829995593844073e-07
0.39,6.780036e-07,6.00011764741586e-07,5.458075268809441e-07,5.148312708183958e-07,5.045157408944824e-07,5.148312708183958e-07,5.458075268809442e-07,6.000117647415861e-07
0.395,6.956206e-07,6.173378695459092e-07,5.625637524324347e-07,5.307722259309628e-07,5.199548118412989e-07,5.307722259309628e-07,5.625637524324348e-07,6.173378695459092e-07
0.4,7.134647e-07,6.349727760330822e-07,5.796245310801477e-07,5.469986411388559e-07,5.356940374656308e-07,5.469986411388559e-07,5.796245310801478e-07,6.349727760330823e-07
0.405,7.315372000000001e-07,6.529109624942951e-07,5.969861553387738e-07,5.635152065086366e-07,5.517459837137179e-07,5.635152065086366e-07,5.96986155338774e-07,6.529109624942951e-07
0.41000000000000003,7.498384e-07,6.71146053767517e-07,6.146449504917412e-07,5.803270952626316e-07,5.681225571636415e-07,5.803270952626317e-07,6.146449504917413e-07,6.711460537675171e-07
0.41500000000000004,7.683688e-07,6.896709060799914e-07,6.325973045895877e-07,5.974398780982785e-07,5.848347951242769e-07,5.974398780982785e-07,6.325973045895878e-07,6.896709060799914e-07
0.42,7.871289e-07,7.084771792326096e-07,6.508391468150215e-07,6.148588704064927e-07,6.01892144021665e-07,6.148588704064928e-07,6.508391468150216e-07,7.084771792326096e-07
0.425,8.061196e-07,7.275565850770514e-07,6.693670796451671e-07,6.325901230071143e-07,6.193034373752114e-07,6.325901230071144e-07,6.693670796451672e-07,7.275565850770515e-07
0.43,8.253415e-07,7.469005078749215e-07,6.88177861554483e-07,6.5063975354199e-07,6.370762675813282e-07,6.5063975354199e-07,6.881778615544831e-07,7.469005078749215e-07
0.435,8.447955e-07,7.665001597606266e-07,7.07268415686569e-07,6.690137981878231e-07,6.552169268408899e-07,6.690137981878231e-07,7.072684156865692e-07,7.665001597606266e-07
0.44,8.644829000000001e-07,7.863467125452295e-07,7.266357913204555e-07,6.877180116551056e-07,6.737303381233631e-07,6.877180116551056e-07,7.266357913204557e-07,7.863467125452296e-07
0.445,8.844042e-07,8.064316665324075e-07,7.46277360174673e-07,7.067579047577052e-07,6.92620258188544e-07,7.067579047577052e-07,7.462773601746731e-07,8.064316665324077e-07
0.45,9.045571e-07,8.267470133630218e-07,7.661908229017575e-07,7.261385983655783e-07,7.118893221121731e-07,7.261385983655783e-07,7.661908229017578e-07,8.267470133630218e-07
0.455,9.249369000000001e-07,8.47286298774196e-07,7.863751676313764e-07,7.458656418327792e-07,7.315400679032675e-07,7.458656418327792e-07,7.863751676313765e-07,8.47286298774196e-07
0.46,9.45538e-07,8.680436657572865e-07,8.068296439143978e-07,7.659438595327252e-07,7.515739935955568e-07,7.659438595327252e-07,8.068296439143978e-07,8.680436657572865e-07
0.465,9.663582e-07,8.890140192585827e-07,8.275538573997017e-07,7.863773348896698e-07,7.719917460489333e-07,7.863773348896698e-07,8.275538573997018e-07,8.890140192585827e-07
